underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
SPY,2023-08-25,SPY,2025-01-17,245.000,P,0.0000,0.0000,0.0000,0.0000,0,11,1.0000,1,3.0000,440.7800,440.8000,0.0000,440.7900,0.3158,-0.0289,0.0004,-0.0100,0.3474,-0.1892,31,2.3000,1,3.0000,439.9400,439.9500,0.0000,89,
SPY,2023-08-25,SPY,2025-01-17,250.000,C,0.0000,0.0000,0.0000,0.0000,0,1,201.5000,10,206.0000,440.7800,440.8000,0.0000,440.7900,0.3154,0.9724,0.0004,0.0000,0.3683,2.9006,1,200.5000,10,205.0000,439.9400,439.9500,0.0000,85,
SPY,2023-08-25,SPY,2025-01-17,250.000,P,0.0000,0.0000,0.0000,0.0000,0,40,2.4500,1,3.0000,440.7800,440.8000,0.0000,440.7900,0.3267,-0.0364,0.0005,-0.0125,0.4182,-0.2414,10,2.5100,1,3.0000,439.9400,439.9500,0.0000,418,
SPY,2023-08-25,SPY,2025-01-17,255.000,C,0.0000,0.0000,0.0000,0.0000,0,1,197.0000,10,201.5000,440.7800,440.8000,0.0000,440.7900,0.3116,0.9697,0.0005,0.0000,0.3910,2.9463,1,196.0000,10,200.5000,439.9400,439.9500,0.0000,5,
SPY,2023-08-25,SPY,2025-01-17,255.000,P,0.0000,0.0000,0.0000,0.0000,0,4,2.6400,1,3.6000,440.7800,440.8000,0.0000,440.7900,0.3269,-0.0409,0.0005,-0.0138,0.4578,-0.2701,4,2.6700,1,3.6000,439.9400,439.9500,0.0000,54,
SPY,2023-08-25,SPY,2025-01-17,260.000,C,0.0000,0.0000,0.0000,0.0000,0,1,192.5000,10,197.0000,440.7800,440.8000,0.0000,440.7900,0.3068,0.9673,0.0005,0.0000,0.4139,2.9928,1,191.5000,10,196.0000,439.9400,439.9500,0.0000,67,
SPY,2023-08-25,SPY,2025-01-17,260.000,P,0.0000,0.0000,0.0000,0.0000,0,10,1.8000,1,3.8000,440.7800,440.8000,0.0000,440.7900,0.3106,-0.0392,0.0005,-0.0126,0.4445,-0.2556,10,2.8100,1,3.8000,439.9400,439.9500,0.0000,1021,
SPY,2023-08-25,SPY,2025-01-17,265.000,C,0.0000,0.0000,0.0000,0.0000,0,1,188.0000,10,192.5000,440.7800,440.8000,0.0000,440.7900,0.3019,0.9649,0.0005,0.0000,0.4417,3.0391,1,187.0000,10,191.5000,439.9400,439.9500,0.0000,17,
SPY,2023-08-25,SPY,2025-01-17,265.000,P,0.0000,0.0000,0.0000,0.0000,0,10,2.9800,1,4.0000,440.7800,440.8000,0.0000,440.7900,0.3168,-0.0464,0.0006,-0.0148,0.5064,-0.3040,10,2.9000,1,4.0000,439.9400,439.9500,0.0000,157,
SPY,2023-08-25,SPY,2025-01-17,270.000,C,0.0000,0.0000,0.0000,0.0000,0,1,184.0000,10,188.0000,440.7800,440.8000,0.0000,440.7900,0.2968,0.9624,0.0006,0.0000,0.4652,3.0877,10,182.5000,10,187.5000,439.9400,439.9500,0.0000,41,
SPY,2023-08-25,SPY,2025-01-17,270.000,P,0.0000,0.0000,0.0000,0.0000,0,20,3.2000,1,4.2000,440.7800,440.8000,0.0000,440.7900,0.3121,-0.0494,0.0007,-0.0153,0.5331,-0.3234,20,3.1000,1,4.2000,439.9400,439.9500,0.0000,93,
SPY,2023-08-25,SPY,2025-01-17,275.000,C,0.0000,0.0000,0.0000,0.0000,0,1,179.5000,10,183.5000,440.7800,440.8000,0.0000,440.7900,0.2968,0.9575,0.0006,0.0000,0.5047,3.1179,1,178.5000,10,183.0000,439.9400,439.9500,0.0000,19,
SPY,2023-08-25,SPY,2025-01-17,275.000,P,0.0000,0.0000,0.0000,0.0000,0,20,3.3700,1,4.4000,440.7800,440.8000,0.0000,440.7900,0.3067,-0.0524,0.0007,-0.0158,0.5587,-0.3414,1,2.7500,1,4.4000,439.9400,439.9500,0.0000,127,
SPY,2023-08-25,SPY,2025-01-17,280.000,C,0.0000,0.0000,0.0000,0.0000,0,1,175.0000,10,179.0000,440.7800,440.8000,0.0000,440.7900,0.2902,0.9553,0.0007,0.0000,0.5226,3.1667,1,174.0000,10,178.5000,439.9400,439.9500,0.0000,123,
SPY,2023-08-25,SPY,2025-01-17,280.000,P,0.0000,0.0000,0.0000,0.0000,0,11,2.0000,1,4.6000,440.7800,440.8000,0.0000,440.7900,0.2869,-0.0488,0.0007,-0.0140,0.5291,-0.3130,20,3.6700,1,4.6000,439.9400,439.9500,0.0000,218,
SPY,2023-08-25,SPY,2025-01-17,285.000,C,0.0000,0.0000,0.0000,0.0000,0,1,170.5000,10,175.0000,440.7800,440.8000,0.0000,440.7900,0.2847,0.9525,0.0007,0.0000,0.5464,3.2133,1,169.5000,10,174.0000,439.9400,439.9500,0.0000,7,
SPY,2023-08-25,SPY,2025-01-17,285.000,P,0.0000,0.0000,0.0000,0.0000,0,11,2.5000,1,4.8000,440.7800,440.8000,0.0000,440.7900,0.2970,-0.0592,0.0008,-0.0169,0.6147,-0.3837,13,3.9000,1,4.8000,439.9400,439.9500,0.0000,36,
SPY,2023-08-25,SPY,2025-01-17,290.000,C,0.0000,0.0000,0.0000,0.0000,0,1,166.0000,10,170.5000,440.7800,440.8000,0.0000,440.7900,0.2844,0.9469,0.0008,0.0000,0.5986,3.2435,1,165.0000,10,169.5000,439.9400,439.9500,0.0000,7,
SPY,2023-08-25,SPY,2025-01-17,290.000,P,0.0000,0.0000,0.0000,0.0000,0,20,4.0500,1,5.0000,440.7800,440.8000,0.0000,440.7900,0.2915,-0.0626,0.0008,-0.0173,0.6416,-0.4017,20,4.0100,1,5.0000,439.9400,439.9500,0.0000,344,
SPY,2023-08-25,SPY,2025-01-17,295.000,C,0.0000,0.0000,0.0000,0.0000,0,1,161.5000,10,166.0000,440.7800,440.8000,0.0000,440.7900,0.2780,0.9442,0.0008,0.0000,0.6198,3.2916,10,160.5000,10,165.5000,439.9400,439.9500,0.0000,30,
SPY,2023-08-25,SPY,2025-01-17,295.000,P,0.0000,0.0000,0.0000,0.0000,0,11,3.0000,1,5.2000,440.7800,440.8000,0.0000,440.7900,0.2760,-0.0608,0.0009,-0.0160,0.6286,-0.3875,234,2.5000,1,5.2000,439.9400,439.9500,0.0000,67,
SPY,2023-08-25,SPY,2025-01-17,300.000,C,0.0000,0.0000,0.0000,0.0000,0,1,157.5000,10,161.5000,440.7800,440.8000,0.0000,440.7900,0.2755,0.9393,0.0009,0.0000,0.6566,3.3239,10,156.0000,10,161.0000,439.9400,439.9500,0.0000,326,
SPY,2023-08-25,SPY,2025-01-17,300.000,P,5.1000,5.1000,5.1000,5.1000,10,2,4.7500,2,5.3000,440.7800,440.8000,0.0000,440.7900,0.2818,-0.0706,0.0010,-0.0184,0.7030,-0.4512,2,4.7500,2,5.3000,439.9400,439.9500,5.1000,872,
SPY,2023-08-25,SPY,2025-01-17,305.000,C,0.0000,0.0000,0.0000,0.0000,0,1,153.0000,10,157.5000,440.7800,440.8000,0.0000,440.7900,0.2737,0.9336,0.0010,0.0000,0.6981,3.3527,1,152.0000,10,156.5000,439.9400,439.9500,0.0000,30,
SPY,2023-08-25,SPY,2025-01-17,305.000,P,0.0000,0.0000,0.0000,0.0000,0,20,4.9700,1,6.3200,440.7800,440.8000,0.0000,440.7900,0.2819,-0.0777,0.0010,-0.0198,0.7548,-0.4956,20,5.0200,1,6.3200,439.9400,439.9500,0.0000,556,
SPY,2023-08-25,SPY,2025-01-17,310.000,C,0.0000,0.0000,0.0000,0.0000,0,1,148.5000,10,153.0000,440.7800,440.8000,0.0000,440.7900,0.2678,0.9300,0.0010,0.0000,0.7294,3.3965,10,147.5000,10,152.5000,439.9400,439.9500,0.0000,14,
SPY,2023-08-25,SPY,2025-01-17,310.000,P,0.0000,0.0000,0.0000,0.0000,0,20,5.3200,1,6.5800,440.7800,440.8000,0.0000,440.7900,0.2773,-0.0825,0.0011,-0.0204,0.7904,-0.5207,20,5.2400,1,6.5800,439.9400,439.9500,0.0000,800,
SPY,2023-08-25,SPY,2025-01-17,315.000,C,0.0000,0.0000,0.0000,0.0000,0,1,144.5000,10,148.5000,440.7800,440.8000,0.0000,440.7900,0.2649,0.9244,0.0011,0.0000,0.7718,3.4353,10,143.0000,10,148.0000,439.9400,439.9500,0.0000,12,
SPY,2023-08-25,SPY,2025-01-17,315.000,P,0.0000,0.0000,0.0000,0.0000,0,20,5.5200,1,6.8500,440.7800,440.8000,0.0000,440.7900,0.2716,-0.0869,0.0012,-0.0208,0.8199,-0.5469,20,5.1400,1,6.8500,439.9400,439.9500,0.0000,97,
SPY,2023-08-25,SPY,2025-01-17,320.000,C,0.0000,0.0000,0.0000,0.0000,0,1,140.0000,10,144.5000,440.7800,440.8000,0.0000,440.7900,0.2611,0.9192,0.0012,0.0000,0.8081,3.4699,1,139.0000,10,143.5000,439.9400,439.9500,0.0000,30,
SPY,2023-08-25,SPY,2025-01-17,320.000,P,6.4000,6.4000,6.4000,6.4000,5,1,5.0700,1,6.8000,440.7800,440.8000,0.0000,440.7900,0.2599,-0.0876,0.0012,-0.0200,0.8257,-0.5463,1,5.0700,1,6.8000,439.9400,439.9500,6.4000,449,
SPY,2023-08-25,SPY,2025-01-17,325.000,C,0.0000,0.0000,0.0000,0.0000,0,1,135.5000,10,140.0000,440.7800,440.8000,0.0000,440.7900,0.2544,0.9156,0.0012,0.0000,0.8333,3.5208,10,134.5000,10,139.5000,439.9400,439.9500,0.0000,31,
SPY,2023-08-25,SPY,2025-01-17,325.000,P,0.0000,0.0000,0.0000,0.0000,0,20,5.8800,11,9.5000,440.7800,440.8000,0.0000,440.7900,0.2718,-0.1038,0.0013,-0.0237,0.9315,-0.6478,11,4.5000,201,9.5000,439.9400,439.9500,0.0000,195,
SPY,2023-08-25,SPY,2025-01-17,330.000,C,0.0000,0.0000,0.0000,0.0000,0,1,131.5000,10,136.0000,440.7800,440.8000,0.0000,440.7900,0.2539,0.9075,0.0013,-0.0018,0.8898,3.5434,10,130.5000,10,135.5000,439.9400,439.9500,0.0000,45,
SPY,2023-08-25,SPY,2025-01-17,330.000,P,7.5200,7.5200,7.5200,7.5200,6,11,5.0000,1,8.3500,440.7800,440.8000,0.0000,440.7900,0.2518,-0.0995,0.0014,-0.0214,0.9055,-0.6114,2,6.6200,1,8.3500,439.9400,439.9500,7.5200,1244,
SPY,2023-08-25,SPY,2025-01-17,335.000,C,0.0000,0.0000,0.0000,0.0000,0,1,127.0000,10,131.5000,440.7800,440.8000,0.0000,440.7900,0.2474,0.9031,0.0014,-0.0026,0.9194,3.6021,10,126.0000,10,131.0000,439.9400,439.9500,0.0000,18,
SPY,2023-08-25,SPY,2025-01-17,335.000,P,0.0000,0.0000,0.0000,0.0000,0,1,5.5000,1,8.6500,440.7800,440.8000,0.0000,440.7900,0.2478,-0.1059,0.0015,-0.0220,0.9461,-0.6461,2,7.1000,1,8.6500,439.9400,439.9500,0.0000,150,
SPY,2023-08-25,SPY,2025-01-17,340.000,C,0.0000,0.0000,0.0000,0.0000,0,1,123.0000,10,127.5000,440.7800,440.8000,0.0000,440.7900,0.2456,0.8953,0.0015,-0.0042,0.9698,3.6308,10,122.0000,10,127.0000,439.9400,439.9500,0.0000,75,
SPY,2023-08-25,SPY,2025-01-17,340.000,P,0.0000,0.0000,0.0000,0.0000,0,1,6.0000,1,9.0000,440.7800,440.8000,0.0000,440.7900,0.2436,-0.1129,0.0016,-0.0227,0.9901,-0.6870,11,6.0000,1,9.0000,439.9400,439.9500,0.0000,1391,
SPY,2023-08-25,SPY,2025-01-17,345.000,C,0.0000,0.0000,0.0000,0.0000,0,2,118.5000,2,123.5000,440.7800,440.8000,0.0000,440.7900,0.2412,0.8888,0.0016,-0.0054,1.0104,3.6743,1,118.0000,1,122.5000,439.9400,439.9500,0.0000,32,
SPY,2023-08-25,SPY,2025-01-17,345.000,P,0.0000,0.0000,0.0000,0.0000,0,1,6.5000,1,9.9000,440.7800,440.8000,0.0000,440.7900,0.2423,-0.1220,0.0017,-0.0239,1.0430,-0.7370,11,6.5000,1,9.9000,439.9400,439.9500,0.0000,123,
SPY,2023-08-25,SPY,2025-01-17,350.000,C,0.0000,0.0000,0.0000,0.0000,0,1,114.5000,1,119.5000,440.7800,440.8000,0.0000,440.7900,0.2391,0.8804,0.0017,-0.0070,1.0622,3.7182,10,113.5000,10,118.5000,439.9400,439.9500,0.0000,103,
SPY,2023-08-25,SPY,2025-01-17,350.000,P,9.5000,9.6200,9.5000,9.6200,2,1,9.0000,1,10.3000,440.7800,440.8000,0.0000,440.7900,0.2470,-0.1365,0.0018,-0.0264,1.1252,-0.8215,1,9.0000,1,10.3000,439.9400,439.9500,9.5600,2332,
SPY,2023-08-25,SPY,2025-01-17,355.000,C,0.0000,0.0000,0.0000,0.0000,0,1,110.5000,10,115.0000,440.7800,440.8000,0.0000,440.7900,0.2343,0.8735,0.0018,-0.0081,1.1020,3.7526,10,109.5000,10,114.5000,439.9400,439.9500,0.0000,23,
SPY,2023-08-25,SPY,2025-01-17,355.000,P,10.1200,10.1200,10.1200,10.1200,1,4,8.8000,1,10.8000,440.7800,440.8000,0.0000,440.7900,0.2395,-0.1423,0.0019,-0.0263,1.1554,-0.8484,4,8.8000,1,10.8000,439.9400,439.9500,10.1200,499,
SPY,2023-08-25,SPY,2025-01-17,360.000,C,108.5000,108.5000,106.0000,106.5000,5,1,106.5000,1,110.6000,440.7800,440.8000,0.0000,440.7900,0.2297,0.8660,0.0019,-0.0092,1.1440,3.7666,10,105.5000,10,110.5000,439.9400,439.9500,107.5220,346,
SPY,2023-08-25,SPY,2025-01-17,360.000,P,11.1000,11.1500,10.9000,10.9000,4,220,8.0000,1,11.0000,440.7800,440.8000,0.0000,440.7900,0.2283,-0.1452,0.0020,-0.0255,1.1705,-0.8543,1,8.5000,1,11.0000,439.9400,439.9500,11.0125,606,
SPY,2023-08-25,SPY,2025-01-17,365.000,C,105.1200,107.5000,104.3000,104.3000,4,1,104.3000,10,107.0000,440.7800,440.8000,0.0000,440.7900,0.2360,0.8498,0.0020,-0.0123,1.2302,3.7075,1,103.3000,10,106.5000,439.9400,439.9500,105.4800,674,
SPY,2023-08-25,SPY,2025-01-17,365.000,P,11.5000,11.8600,11.0500,11.3500,11,1,9.0000,3,11.7000,440.7800,440.8000,0.0000,440.7900,0.2268,-0.1564,0.0022,-0.0267,1.2313,-0.9140,11,9.0000,3,11.7000,439.9400,439.9500,11.5609,1075,
SPY,2023-08-25,SPY,2025-01-17,370.000,C,0.0000,0.0000,0.0000,0.0000,0,1,98.5000,10,103.0000,440.7800,440.8000,0.0000,440.7900,0.2251,0.8463,0.0021,-0.0122,1.2493,3.7547,1,98.0000,10,102.5000,439.9400,439.9500,0.0000,303,
SPY,2023-08-25,SPY,2025-01-17,370.000,P,12.4500,12.4500,12.4500,12.4500,1,11,10.0000,1,12.4500,440.7800,440.8000,0.0000,440.7900,0.2250,-0.1681,0.0023,-0.0278,1.2835,-0.9756,11,10.0000,1,12.4500,439.9400,439.9500,12.4500,5092,
SPY,2023-08-25,SPY,2025-01-17,375.000,C,0.0000,0.0000,0.0000,0.0000,0,2,94.5000,2,99.5000,440.7800,440.8000,0.0000,440.7900,0.2237,0.8348,0.0022,-0.0138,1.3053,3.7368,1,94.0000,10,98.5000,439.9400,439.9500,0.0000,626,
SPY,2023-08-25,SPY,2025-01-17,375.000,P,0.0000,0.0000,0.0000,0.0000,0,11,10.5000,1,13.3500,440.7800,440.8000,0.0000,440.7900,0.2214,-0.1790,0.0024,-0.0286,1.3370,-1.0288,1,11.0000,1,13.3500,439.9400,439.9500,0.0000,551,
SPY,2023-08-25,SPY,2025-01-17,380.000,C,90.1200,90.1200,90.1200,90.1200,1,1,91.0000,1,95.0000,440.7800,440.8000,0.0000,440.7900,0.2196,0.8252,0.0023,-0.0149,1.3507,3.7354,10,90.0000,10,95.0000,439.9400,439.9500,90.1200,413,
SPY,2023-08-25,SPY,2025-01-17,380.000,P,14.0000,14.2500,14.0000,14.2500,2,1,11.5000,1,14.4500,440.7800,440.8000,0.0000,440.7900,0.2201,-0.1924,0.0026,-0.0298,1.3911,-1.0946,3,12.6900,1,14.4500,439.9400,439.9500,14.1250,2521,
SPY,2023-08-25,SPY,2025-01-17,385.000,C,0.0000,0.0000,0.0000,0.0000,0,1,87.0000,10,91.5000,440.7800,440.8000,0.0000,440.7900,0.2172,0.8136,0.0025,-0.0163,1.4033,3.7176,10,86.0000,10,91.0000,439.9400,439.9500,0.0000,603,
SPY,2023-08-25,SPY,2025-01-17,385.000,P,15.5500,15.7500,15.5500,15.7500,2,26,12.0000,1,15.4500,440.7800,440.8000,0.0000,440.7900,0.2163,-0.2043,0.0027,-0.0305,1.4438,-1.1451,267,12.0000,1,15.2000,439.9400,439.9500,15.6500,4213,
SPY,2023-08-25,SPY,2025-01-17,390.000,C,0.0000,0.0000,0.0000,0.0000,0,1,83.0000,10,87.5000,440.7800,440.8000,0.0000,440.7900,0.2127,0.8032,0.0026,-0.0172,1.4490,3.7098,10,82.0000,10,87.0000,439.9400,439.9500,0.0000,212,
SPY,2023-08-25,SPY,2025-01-17,390.000,P,15.8500,15.8500,15.6000,15.6000,2,1,13.0000,1,16.1500,440.7800,440.8000,0.0000,440.7900,0.2128,-0.2173,0.0029,-0.0312,1.4909,-1.2055,11,13.0000,1,16.0000,439.9400,439.9500,15.7250,2001,
SPY,2023-08-25,SPY,2025-01-17,395.000,C,0.0000,0.0000,0.0000,0.0000,0,12,79.0000,2,84.0000,440.7800,440.8000,0.0000,440.7900,0.2098,0.7908,0.0027,-0.0185,1.4997,3.6861,20,78.5000,10,83.5000,439.9400,439.9500,0.0000,112,
SPY,2023-08-25,SPY,2025-01-17,395.000,P,0.0000,0.0000,0.0000,0.0000,0,535,13.5000,11,18.5000,440.7800,440.8000,0.0000,440.7900,0.2127,-0.2337,0.0030,-0.0327,1.5528,-1.2810,11,14.0000,201,19.0000,439.9400,439.9500,0.0000,3850,
SPY,2023-08-25,SPY,2025-01-17,400.000,C,78.0000,78.0000,78.0000,78.0000,1,12,75.0000,2,80.0000,440.7800,440.8000,0.0000,440.7900,0.2053,0.7789,0.0029,-0.0194,1.5457,3.6688,20,74.5000,10,79.5000,439.9400,439.9500,78.0000,1440,
SPY,2023-08-25,SPY,2025-01-17,400.000,P,18.0000,18.2500,17.1900,17.5000,11,23,14.5000,201,19.5000,440.7800,440.8000,0.0000,440.7900,0.2093,-0.2486,0.0032,-0.0334,1.5979,-1.3416,1,16.7000,200,19.5000,439.9400,439.9500,17.6309,4342,
SPY,2023-08-25,SPY,2025-01-17,405.000,C,74.0000,74.0000,74.0000,74.0000,1,11,71.5000,1,75.2000,440.7800,440.8000,0.0000,440.7900,0.1990,0.7680,0.0030,-0.0198,1.5860,3.6625,20,71.0000,1,75.2000,439.9400,439.9500,74.0000,141,
SPY,2023-08-25,SPY,2025-01-17,405.000,P,0.0000,0.0000,0.0000,0.0000,0,1,16.0000,349,20.5000,440.7800,440.8000,0.0000,440.7900,0.2072,-0.2649,0.0034,-0.0344,1.6498,-1.4010,11,16.0000,200,20.5000,439.9400,439.9500,0.0000,1178,
SPY,2023-08-25,SPY,2025-01-17,410.000,C,0.0000,0.0000,0.0000,0.0000,0,11,68.0000,1,72.5000,440.7800,440.8000,0.0000,440.7900,0.1994,0.7514,0.0031,-0.0215,1.6438,3.6035,20,67.5000,1,72.0000,439.9400,439.9500,0.0000,396,
SPY,2023-08-25,SPY,2025-01-17,410.000,P,0.0000,0.0000,0.0000,0.0000,0,11,17.0000,200,21.5000,440.7800,440.8000,0.0000,440.7900,0.2031,-0.2810,0.0036,-0.0349,1.6922,-1.4645,11,17.0000,1,21.5000,439.9400,439.9500,0.0000,3383,
SPY,2023-08-25,SPY,2025-01-17,415.000,C,0.0000,0.0000,0.0000,0.0000,0,12,64.5000,2,69.5000,440.7800,440.8000,0.0000,440.7900,0.1981,0.7356,0.0033,-0.0228,1.6947,3.5518,20,64.0000,1,68.5000,439.9400,439.9500,0.0000,552,
SPY,2023-08-25,SPY,2025-01-17,415.000,P,20.8700,20.8700,20.8700,20.8700,1,20,19.0900,2,23.0000,440.7800,440.8000,0.0000,440.7900,0.2032,-0.3004,0.0037,-0.0363,1.7426,-1.5455,10,18.5000,1,23.0000,439.9400,439.9500,20.8700,2250,
SPY,2023-08-25,SPY,2025-01-17,420.000,C,0.0000,0.0000,0.0000,0.0000,0,12,61.0000,10,66.0000,440.7800,440.8000,0.0000,440.7900,0.1948,0.7208,0.0034,-0.0237,1.7390,3.5112,10,60.5000,1,65.0000,439.9400,439.9500,0.0000,348,
SPY,2023-08-25,SPY,2025-01-17,420.000,P,22.8700,22.8700,22.8700,22.8700,2,11,19.5000,222,24.5000,440.7800,440.8000,0.0000,440.7900,0.1982,-0.3178,0.0040,-0.0366,1.7788,-1.5861,11,19.5000,201,24.5000,439.9400,439.9500,22.8700,2633,
SPY,2023-08-25,SPY,2025-01-17,425.000,C,54.5000,54.5000,54.5000,54.5000,1,33,57.5000,2,62.5000,440.7800,440.8000,0.0000,440.7900,0.1914,0.7050,0.0036,-0.0245,1.7821,3.4652,10,57.0000,10,62.0000,439.9400,439.9500,54.5000,606,
SPY,2023-08-25,SPY,2025-01-17,425.000,P,0.0000,0.0000,0.0000,0.0000,0,1,21.0000,11,25.5000,440.7800,440.8000,0.0000,440.7900,0.1943,-0.3373,0.0042,-0.0372,1.8152,-1.6439,10,21.0000,1,25.5000,439.9400,439.9500,0.0000,2218,
SPY,2023-08-25,SPY,2025-01-17,430.000,C,57.0000,57.0000,57.0000,57.0000,1,32,54.0000,2,59.0000,440.7800,440.8000,0.0000,440.7900,0.1877,0.6887,0.0037,-0.0251,1.8235,3.4143,10,53.5000,10,58.5000,439.9400,439.9500,57.0000,505,
SPY,2023-08-25,SPY,2025-01-17,430.000,P,26.0200,26.2000,25.9000,25.9000,15,2,22.0000,2,27.0000,440.7800,440.8000,0.0000,440.7900,0.1900,-0.3582,0.0045,-0.0376,1.8482,-1.6998,10,22.5000,1,27.0000,439.9400,439.9500,26.1427,950,
SPY,2023-08-25,SPY,2025-01-17,435.000,C,50.2500,52.7500,49.7000,52.7500,4,1,51.0000,10,55.5000,440.7800,440.8000,0.0000,440.7900,0.1850,0.6710,0.0039,-0.0259,1.8639,3.3506,1,50.5000,10,55.0000,439.9400,439.9500,51.3625,409,
SPY,2023-08-25,SPY,2025-01-17,435.000,P,27.5000,30.0000,26.6200,28.0000,5,11,23.5000,2,28.5000,440.7800,440.8000,0.0000,440.7900,0.1865,-0.3806,0.0047,-0.0382,1.8768,-1.7486,10,24.0000,10,29.0000,439.9400,439.9500,28.0240,1940,
SPY,2023-08-25,SPY,2025-01-17,440.000,C,48.0000,50.0000,48.0000,50.0000,4,2,47.5000,2,52.5000,440.7800,440.8000,0.0000,440.7900,0.1819,0.6531,0.0040,-0.0265,1.9005,3.2868,10,47.0000,10,52.0000,439.9400,439.9500,48.6200,757,
SPY,2023-08-25,SPY,2025-01-17,440.000,P,28.3000,28.3000,28.3000,28.3000,2,1,25.5000,1,29.0000,440.7800,440.8000,0.0000,440.7900,0.1812,-0.4047,0.0051,-0.0385,1.8991,-1.7898,11,25.5000,1,29.0000,439.9400,439.9500,28.3000,1308,
SPY,2023-08-25,SPY,2025-01-17,445.000,C,0.0000,0.0000,0.0000,0.0000,0,1,44.5000,10,49.0000,440.7800,440.8000,0.0000,440.7900,0.1784,0.6343,0.0041,-0.0269,1.9338,3.2193,10,44.0000,10,49.0000,439.9400,439.9500,0.0000,696,
SPY,2023-08-25,SPY,2025-01-17,445.000,P,0.0000,0.0000,0.0000,0.0000,0,1,27.0000,11,31.5000,440.7800,440.8000,0.0000,440.7900,0.1805,-0.4304,0.0053,-0.0395,1.9130,-1.8384,11,27.0000,10,32.0000,439.9400,439.9500,0.0000,1013,
SPY,2023-08-25,SPY,2025-01-17,450.000,C,0.0000,0.0000,0.0000,0.0000,0,2,41.0000,2,46.0000,440.7800,440.8000,0.0000,440.7900,0.1748,0.6146,0.0043,-0.0272,1.9641,3.1430,10,40.5000,10,45.5000,439.9400,439.9500,0.0000,756,
SPY,2023-08-25,SPY,2025-01-17,450.000,P,33.5000,33.8000,31.3800,32.5000,71,2,28.5000,2,33.5000,440.7800,440.8000,0.0000,440.7900,0.1752,-0.4588,0.0057,-0.0397,1.9176,-1.8697,11,29.0000,10,34.0000,439.9400,439.9500,33.0079,3517,
SPY,2023-08-25,SPY,2025-01-17,455.000,C,0.0000,0.0000,0.0000,0.0000,0,2,38.0000,2,43.0000,440.7800,440.8000,0.0000,440.7900,0.1716,0.5945,0.0044,-0.0275,1.9903,3.0612,10,37.5000,10,42.5000,439.9400,439.9500,0.0000,478,
SPY,2023-08-25,SPY,2025-01-17,455.000,P,36.3300,36.3300,33.5000,33.5000,7,2,30.5000,1,35.4900,440.7800,440.8000,0.0000,440.7900,0.1721,-0.4885,0.0060,-0.0404,1.9164,-1.8904,10,31.0000,10,36.0000,439.9400,439.9500,34.3714,621,
SPY,2023-08-25,SPY,2025-01-17,460.000,C,37.9000,37.9000,37.9000,37.9000,1,2,35.0000,2,40.0000,440.7800,440.8000,0.0000,440.7900,0.1682,0.5733,0.0046,-0.0277,2.0118,2.9751,10,34.5000,10,39.5000,439.9400,439.9500,37.9000,607,
SPY,2023-08-25,SPY,2025-01-17,460.000,P,36.6900,36.7500,35.3700,35.7500,19,2,32.5000,2,37.5000,440.7800,440.8000,0.0000,440.7900,0.1680,-0.5218,0.0065,-0.0411,1.8935,-1.9028,10,33.0000,10,38.0000,439.9400,439.9500,35.8658,933,
SPY,2023-08-25,SPY,2025-01-17,465.000,C,34.7300,34.7300,32.0100,34.3800,111,1,32.5000,11,37.0000,440.7800,440.8000,0.0000,440.7900,0.1659,0.5510,0.0047,-0.0279,2.0280,2.8773,10,32.0000,10,37.0000,439.9400,439.9500,34.2727,546,
SPY,2023-08-25,SPY,2025-01-17,465.000,P,0.0000,0.0000,0.0000,0.0000,0,2,35.0000,2,40.0000,440.7800,440.8000,0.0000,440.7900,0.1654,-0.5569,0.0069,-0.0421,1.8545,-1.8827,10,35.5000,10,40.5000,439.9400,439.9500,0.0000,416,
SPY,2023-08-25,SPY,2025-01-17,470.000,C,29.0400,32.0000,29.0400,31.9200,32,1,30.0000,2,34.5000,440.7800,440.8000,0.0000,440.7900,0.1640,0.5290,0.0048,-0.0281,2.0387,2.7758,1,30.0000,10,34.0000,439.9400,439.9500,30.4494,467,
SPY,2023-08-25,SPY,2025-01-17,470.000,P,0.0000,0.0000,0.0000,0.0000,0,11,37.0000,1,42.0000,440.7800,440.8000,0.0000,440.7900,0.1594,-0.6002,0.0076,-0.0432,1.7822,-1.8047,10,37.5000,10,42.5000,439.9400,439.9500,0.0000,721,
SPY,2023-08-25,SPY,2025-01-17,475.000,C,28.4800,29.4000,26.5100,29.0000,138,2,27.0000,2,32.0000,440.7800,440.8000,0.0000,440.7900,0.1603,0.5060,0.0049,-0.0278,2.0438,2.6750,11,26.5000,10,31.5000,439.9400,439.9500,28.5216,1510,
SPY,2023-08-25,SPY,2025-01-17,475.000,P,0.0000,0.0000,0.0000,0.0000,0,2,40.0000,201,45.0000,440.7800,440.8000,0.0000,440.7900,0.1580,-0.6391,0.0080,-0.0450,1.7236,-1.7408,10,40.5000,1,45.0000,439.9400,439.9500,0.0000,406,
